detailUrl,zpid,status,homeType,streetAddress,unit,zipcode,city,state,latitude,longitude,price,bathrooms,bedrooms,livingArea,lotAreaValue,lotAreaUnit,listingdate
https://www.zillow.com/homedetails/225-Highland-Rd-E-Kitchener-ON-N2M-3W3/401892368_zpid/,401892368,House for sale,SINGLE_FAMILY,225 Highland Rd E,,N2M3W3,Kitchener,ON,43.436462,-80.491196,599900,3,3,1511,4708.4629,sqft,2024-02-20
https://www.zillow.com/homedetails/300-Fallowfield-Dr-11-Kitchener-ON-N2C-0A9/401897422_zpid/,401897422,Townhouse for sale,TOWNHOUSE,300 Fallowfield Dr #11,# 11,N2C0A9,Kitchener,ON,43.412483,-80.45946,599900,4,3,1320,,,2024-07-15
https://www.zillow.com/homedetails/61-West-Ave-Kitchener-ON-N2M-1X4/401896740_zpid/,401896740,House for sale,SINGLE_FAMILY,61 West Ave,,N2M1X4,Kitchener,ON,43.44305,-80.50436,510000,2,2,1125,4300,sqft,2024-04-14
https://www.zillow.com/homedetails/108-Garment-St-1405-Kitchener-ON-N2G-0E2/401892533_zpid/,401892533,Condo for sale,CONDO,108 Garment St #1405,# 1405,N2G0E2,Kitchener,ON,43.450134,-80.50195,575000,2,2,795,,,2024-05-12
https://www.zillow.com/homedetails/217-Sedgewood-St-Kitchener-ON-N2P-0H9/343517261_zpid/,343517261,House for sale,SINGLE_FAMILY,217 Sedgewood St,,N2P0H9,Kitchener,ON,43.371906,-80.442154,899000,4,4,,,,2024-05-23
https://www.zillow.com/homedetails/125-Wimbleton-Cres-Kitchener-ON-N2B-3K4/401894162_zpid/,401894162,House for sale,SINGLE_FAMILY,125 Wimbleton Cres,,N2B3K4,Kitchener,ON,43.463066,-80.43861,749900,2,3,,,,2024-04-25
https://www.zillow.com/homedetails/111-Traynor-Ave-30-Kitchener-ON-N2C-2N2/401824813_zpid/,401824813,Townhouse for sale,TOWNHOUSE,111 Traynor Ave #30,# 30,N2C2N2,Kitchener,ON,43.424824,-80.44619,500000,2,3,1418,0,sqft,2024-06-09
https://www.zillow.com/homedetails/106-Pepperwood-Cres-Kitchener-ON-N2A-2R3/401767417_zpid/,401767417,House for sale,SINGLE_FAMILY,106 Pepperwood Cres,,N2A2R3,Kitchener,ON,43.428856,-80.425514,529999,0,4,1079,4400,sqft,2024-05-21
https://www.zillow.com/homedetails/3012-Old-Mill-Rd-Kitchener-ON-N2P-1E2/401904226_zpid/,401904226,House for sale,SINGLE_FAMILY,3012 Old Mill Rd,,N2P1E2,Kitchener,ON,43.39314,-80.40672,2400000,5,5,3865,1.01,acres,2024-03-08
https://www.zillow.com/homedetails/572-Strasburg-Rd-Kitchener-ON-N2E-1T8/2054484226_zpid/,2054484226,House for sale,SINGLE_FAMILY,572 Strasburg Rd,,N2E1T8,Kitchener,ON,43.417774,-80.48279,499900,3,4,1095,6852.546,sqft,2024-04-08
https://www.zillow.com/homedetails/547-Windflower-Cres-Kitchener-ON-N2E-4E3/2064674796_zpid/,2064674796,House for sale,SINGLE_FAMILY,547 Windflower Cres,,N2E4E3,Kitchener,ON,43.41402,-80.52394,849000,4,4,,,,2024-02-06
https://www.zillow.com/homedetails/904-Dunnigan-Ct-Kitchener-ON-N2B-3J7/2064605765_zpid/,2064605765,House for sale,SINGLE_FAMILY,904 Dunnigan Ct,,N2B3J7,Kitchener,ON,43.468643,-80.43528,1100000,3,4,2687,4587.4368,sqft,2024-01-14
https://www.zillow.com/homedetails/70-Willowrun-Dr-A8-Kitchener-ON-N2A-0J3/351579942_zpid/,351579942,Townhouse for sale,TOWNHOUSE,70 Willowrun Dr #A8,# A8,N2A0J3,Kitchener,ON,43.449482,-80.40305,499900,3,2,1553,,,2024-06-21
https://www.zillow.com/homedetails/64-Benton-St-1201-Kitchener-ON-N2G-4L9/348392308_zpid/,348392308,Condo for sale,CONDO,64 Benton St #1201,# 1201,N2G4L9,Kitchener,ON,43.447517,-80.48927,199999,1,1,674,,,2024-01-23
https://www.zillow.com/homedetails/73-Tupper-Cres-Kitchener-ON-N2B-2Y1/366558972_zpid/,366558972,House for sale,SINGLE_FAMILY,73 Tupper Cres,,N2B2Y1,Kitchener,ON,43.463013,-80.443375,650000,2,3,1212,6050,sqft,2024-03-09
https://www.zillow.com/homedetails/20-Saint-George-St-506-Kitchener-ON-N2G-2S7/2055485600_zpid/,2055485600,Condo for sale,CONDO,20 Saint George St #506,# 506,N2G2S7,Kitchener,ON,43.44784,-80.49083,299900,1,2,839,,,2024-05-15
https://www.zillow.com/homedetails/21-Hett-Ave-Kitchener-ON-N2H-4G2/401774579_zpid/,401774579,House for sale,SINGLE_FAMILY,21 Hett Ave,,N2H4G2,Kitchener,ON,43.459988,-80.49695,599900,2,3,1077,3552,sqft,2024-01-31
https://www.zillow.com/homedetails/29-West-Ave-410-Kitchener-ON-N2M-5E4/352166756_zpid/,352166756,Condo for sale,CONDO,29 West Ave #410,# 410,N2M5E4,Kitchener,ON,43.441826,-80.5041,340000,1,2,787,0,sqft,2024-03-11
https://www.zillow.com/homedetails/280-Thaler-Ave-31-Kitchener-ON-N2A-1R6/2055719977_zpid/,2055719977,Townhouse for sale,TOWNHOUSE,280 Thaler Ave #31,# 31,N2A1R6,Kitchener,ON,43.432205,-80.42723,499000,2,3,1121,,,2024-01-01
https://www.zillow.com/homedetails/56-Blue-Spruce-Ct-Kitchener-ON-N2N-1L1/401721257_zpid/,401721257,House for sale,SINGLE_FAMILY,56 Blue Spruce Ct,,N2N1L1,Kitchener,ON,43.42083,-80.532616,899000,3,5,2123,7800,sqft,2024-01-16
https://www.zillow.com/homedetails/618-Thomas-Slee-Dr-Kitchener-ON-N2P-2Y8/2064576435_zpid/,2064576435,House for sale,SINGLE_FAMILY,618 Thomas Slee Dr,,N2P2Y8,Kitchener,ON,43.376705,-80.42253,1349000,5,8,2646,,,2024-05-08
https://www.zillow.com/homedetails/404-King-St-W-306-Kitchener-ON-N2G-4Z9/350513813_zpid/,350513813,Condo for sale,CONDO,404 King St W #306,# 306,N2G4Z9,Kitchener,ON,43.452946,-80.49674,299900,1,1,820,,,2024-05-14
https://www.zillow.com/homedetails/108-Moore-Ave-Kitchener-ON-N2H-3S7/349951688_zpid/,349951688,House for sale,SINGLE_FAMILY,108 Moore Ave,,N2H3S7,Kitchener,ON,43.457672,-80.50264,799000,3,4,1443,3440,sqft,2024-03-12
https://www.zillow.com/homedetails/64-Killarney-Cres-Kitchener-ON-N2E-3M9/401721341_zpid/,401721341,House for sale,SINGLE_FAMILY,64 Killarney Cres,,N2E3M9,Kitchener,ON,43.410545,-80.4968,799900,3,3,1529,3159.2484,sqft,2024-04-18
https://www.zillow.com/homedetails/250-Driftwood-Dr-Kitchener-ON-N2N-1X6/2070004997_zpid/,2070004997,House for sale,SINGLE_FAMILY,250 Driftwood Dr,,N2N1X6,Kitchener,ON,43.41203,-80.538124,799786,3,4,,7020.31,sqft,2024-01-18
https://www.zillow.com/homedetails/46-Hickory-Heights-Cres-Kitchener-ON-N2N-1H4/393978330_zpid/,393978330,House for sale,SINGLE_FAMILY,46 Hickory Heights Cres,,N2N1H4,Kitchener,ON,43.423706,-80.52325,550000,1,2,946,6500,sqft,2024-05-27
https://www.zillow.com/homedetails/81-Church-St-405-Kitchener-ON-N2G-4M1/401737297_zpid/,401737297,Condo for sale,CONDO,81 Church St #405,# 405,N2G4M1,Kitchener,ON,43.446545,-80.48763,449900,2,3,1106,,,2024-01-03
https://www.zillow.com/homedetails/263-Sydney-St-S-Kitchener-ON-N2G-3V8/401760323_zpid/,401760323,House for sale,SINGLE_FAMILY,263 Sydney St S,,N2G3V8,Kitchener,ON,43.435345,-80.47553,650000,1,2,606,,,2024-01-07
https://www.zillow.com/homedetails/220-Claremont-Ave-Kitchener-ON-N2M-2R1/401786650_zpid/,401786650,House for sale,SINGLE_FAMILY,220 Claremont Ave,,N2M2R1,Kitchener,ON,43.45107,-80.52526,1350000,3,4,1777,9909.8236,sqft,2024-02-10
https://www.zillow.com/homedetails/81-5th-Ave-Kitchener-ON-N2C-1P5/2072450732_zpid/,2072450732,House for sale,SINGLE_FAMILY,81 5th Ave,,N2C1P5,Kitchener,ON,43.43223,-80.45232,1050000,4,4,2230,4100,sqft,2024-04-10
https://www.zillow.com/homedetails/131-Wedgewood-Dr-Kitchener-ON-N2B-1E6/394628917_zpid/,394628917,House for sale,SINGLE_FAMILY,131 Wedgewood Dr,,N2B1E6,Kitchener,ON,43.451817,-80.45907,749000,2,3,,6630,sqft,2024-04-21
https://www.zillow.com/homedetails/100-Fairway-Rd-N-Kitchener-ON-N2A-2N5/2069550543_zpid/,2069550543,House for sale,SINGLE_FAMILY,100 Fairway Rd N,,N2A2N5,Kitchener,ON,43.43081,-80.43171,799000,2,5,,,,2024-01-25
https://www.zillow.com/homedetails/262-Tagge-Cres-Kitchener-ON-N2K-3R7/2064703932_zpid/,2064703932,House for sale,SINGLE_FAMILY,262 Tagge Cres,,N2K3R7,Kitchener,ON,43.479744,-80.471054,889000,3,4,2133,4681.8394,sqft,2024-03-03
https://www.zillow.com/homedetails/224-Beaumont-Cres-Kitchener-ON-N2A-0A8/351479510_zpid/,351479510,House for sale,SINGLE_FAMILY,224 Beaumont Cres,,N2A0A8,Kitchener,ON,43.438976,-80.41947,889000,4,3,,2626,sqft,2024-01-31
https://www.zillow.com/homedetails/98-Briarmeadow-Cres-Kitchener-ON-N2A-4C4/398932101_zpid/,398932101,House for sale,SINGLE_FAMILY,98 Briarmeadow Cres,,N2A4C4,Kitchener,ON,43.44093,-80.42591,699900,2,3,1281,3496,sqft,2024-02-06
https://www.zillow.com/homedetails/43-4th-Ave-Kitchener-ON-N2C-1N9/2070181904_zpid/,2070181904,House for sale,SINGLE_FAMILY,43 4th Ave,,N2C1N9,Kitchener,ON,43.43335,-80.45299,599000,3,3,1029,4356,sqft,2024-05-03
https://www.zillow.com/homedetails/115-Homewood-Ave-Kitchener-ON-N2M-1X1/360344725_zpid/,360344725,House for sale,SINGLE_FAMILY,115 Homewood Ave,,N2M1X1,Kitchener,ON,43.44299,-80.5013,799900,3,3,1509,3910.832,sqft,2024-06-14
https://www.zillow.com/homedetails/167-Ripplewood-Cres-Kitchener-ON-N2M-4R9/380474527_zpid/,380474527,House for sale,SINGLE_FAMILY,167 Ripplewood Cres,,N2M4R9,Kitchener,ON,43.425705,-80.51417,1099900,3,3,2010,0.2598664187327824,acres,2024-05-18
https://www.zillow.com/homedetails/79-Nathaniel-Cres-Kitchener-ON-N2P-1L3/374674873_zpid/,374674873,House for sale,SINGLE_FAMILY,79 Nathaniel Cres,,N2P1L3,Kitchener,ON,43.391144,-80.44903,729000,2,3,1465,,,2024-01-25
https://www.zillow.com/homedetails/82-Kehl-St-Kitchener-ON-N2M-3T9/401724464_zpid/,401724464,House for sale,SINGLE_FAMILY,82 Kehl St,,N2M3T9,Kitchener,ON,43.432575,-80.485435,599888,2,2,723,7636.48,sqft,2024-05-23
https://www.zillow.com/homedetails/924-Union-St-Kitchener-ON-N2H-6J4/342122031_zpid/,342122031,House for sale,SINGLE_FAMILY,924 Union St,,N2H6J4,Kitchener,ON,43.470688,-80.49094,1079000,2,3,,,,2024-06-01
https://www.zillow.com/homedetails/40-Downey-St-Kitchener-ON-N2H-6K6/2056454333_zpid/,2056454333,House for sale,SINGLE_FAMILY,40 Downey St,,N2H6K6,Kitchener,ON,43.472244,-80.48741,799900,3,3,1033,5000,sqft,2024-03-04
https://www.zillow.com/homedetails/36-Delisle-Ave-Kitchener-ON-N2H-6A3/2055531691_zpid/,2055531691,House for sale,SINGLE_FAMILY,36 Delisle Ave,,N2H6A3,Kitchener,ON,43.460102,-80.50577,489900,1,3,,,,2024-03-22
https://www.zillow.com/homedetails/124-Dalegrove-Dr-Kitchener-ON-N2M-2G5/349664568_zpid/,349664568,House for sale,SINGLE_FAMILY,124 Dalegrove Dr,,N2M2G5,Kitchener,ON,43.440258,-80.53315,649900,2,3,1824,3300,sqft,2024-07-17
https://www.zillow.com/homedetails/9-Highview-Pl-Kitchener-ON-N2N-1W8/350504657_zpid/,350504657,House for sale,SINGLE_FAMILY,9 Highview Pl,,N2N1W8,Kitchener,ON,43.415874,-80.542404,875000,3,4,1651,9993.992,sqft,2024-01-09
https://www.zillow.com/homedetails/567-Goldenrod-Ln-UNIT-163-Kitchener-ON-N2R-0L7/352226270_zpid/,352226270,Townhouse for sale,TOWNHOUSE,567 Goldenrod Ln UNIT 163,Unit 163,N2R0L7,Kitchener,ON,43.388885,-80.49163,665000,2,3,1209,,,2024-05-22
https://www.zillow.com/homedetails/59-Lucerne-Dr-Kitchener-ON-N2E-1B4/400823138_zpid/,400823138,House for sale,SINGLE_FAMILY,59 Lucerne Dr,,N2E1B4,Kitchener,ON,43.42003,-80.4826,600000,2,4,996,5506.5104,sqft,2024-05-07
https://www.zillow.com/homedetails/22-Driftwood-Dr-Kitchener-ON-N2N-3A2/398758920_zpid/,398758920,House for sale,SINGLE_FAMILY,22 Driftwood Dr,,N2N3A2,Kitchener,ON,43.417763,-80.53418,799900,3,4,1464,5017.519,sqft,2024-03-07
https://www.zillow.com/homedetails/31-Nipigon-St-Kitchener-ON-N2B-3M5/363713481_zpid/,363713481,House for sale,SINGLE_FAMILY,31 Nipigon St,,N2B3M5,Kitchener,ON,43.464573,-80.44228,800000,3,3,,,,2024-07-01
https://www.zillow.com/homedetails/75-Stonehenge-Pl-Kitchener-ON-N2N-2M5/348810997_zpid/,348810997,House for sale,SINGLE_FAMILY,75 Stonehenge Pl,,N2N2M5,Kitchener,ON,43.41047,-80.5419,699000,3,4,1240,6135.42,acres,2024-04-23
https://www.zillow.com/homedetails/237-Benesfort-Cres-Kitchener-ON-N2N-3B5/363559759_zpid/,363559759,House for sale,SINGLE_FAMILY,237 Benesfort Cres,,N2N3B5,Kitchener,ON,43.43461,-80.528946,600000,4,3,,,,2024-02-09
https://www.zillow.com/homedetails/65-Edgehill-Dr-Kitchener-ON-N2P-2C7/2062963853_zpid/,2062963853,House for sale,SINGLE_FAMILY,65 Edgehill Dr,,N2P2C7,Kitchener,ON,43.40318,-80.38797,1698000,3,3,2038,1.3928,acres,2024-02-28
https://www.zillow.com/homedetails/227-Stonybrook-Dr-Kitchener-ON-N2M-4L8/353472468_zpid/,353472468,House for sale,SINGLE_FAMILY,227 Stonybrook Dr,,N2M4L8,Kitchener,ON,43.42422,-80.50796,779900,2,2,1046,,,2024-02-12
https://www.zillow.com/homedetails/19-Kenneth-Ave-Kitchener-ON-N2A-1V9/370667325_zpid/,370667325,House for sale,SINGLE_FAMILY,19 Kenneth Ave,,N2A1V9,Kitchener,ON,43.438686,-80.4535,859900,2,3,1048,8030,sqft,2024-02-13
https://www.zillow.com/homedetails/126-Kingswood-Dr-A-Kitchener-ON-N2E-1S9/401784961_zpid/,401784961,Townhouse for sale,TOWNHOUSE,126 Kingswood Dr #A,# A,N2E1S9,Kitchener,ON,43.42297,-80.48062,569900,2,3,1257,,,2024-07-10
https://www.zillow.com/homedetails/47-Lennox-Cres-Kitchener-ON-N2N-2P5/352159061_zpid/,352159061,House for sale,SINGLE_FAMILY,47 Lennox Cres,,N2N2P5,Kitchener,ON,43.439537,-80.53856,1149900,3,3,2374,9408.5208,sqft,2024-05-07
https://www.zillow.com/homedetails/2163-Hidden-Valley-Cres-Kitchener-ON-N2C-2R2/352018779_zpid/,352018779,House for sale,SINGLE_FAMILY,2163 Hidden Valley Cres,,N2C2R2,Kitchener,ON,43.41164,-80.42293,3995000,6,4,,0.7811430394857667,acres,2024-02-20
https://www.zillow.com/homedetails/398-Victoria-St-S-Kitchener-ON-N2M-3A5/2065713064_zpid/,2065713064,House for sale,SINGLE_FAMILY,398 Victoria St S,,N2M3A5,Kitchener,ON,43.443485,-80.51096,699398,2,3,900,3598.8,sqft,2024-05-25
https://www.zillow.com/homedetails/944-Woodbine-Ct-Kitchener-ON-N2R-1X4/400444591_zpid/,400444591,House for sale,SINGLE_FAMILY,944 Woodbine Ct,,N2R1X4,Kitchener,ON,43.387398,-80.483536,1000000,3,3,2499,,,2024-06-01
https://www.zillow.com/homedetails/648-Doon-Village-Rd-5-Kitchener-ON-N2P-1A2/2068650704_zpid/,2068650704,Townhouse for sale,TOWNHOUSE,648 Doon Village Rd #5,# 5,N2P1A2,Kitchener,ON,43.39593,-80.446075,499000,3,3,1200,,,2024-04-07
https://www.zillow.com/homedetails/1480-Old-Zeller-Dr-Kitchener-ON-N2A-0H3/351556107_zpid/,351556107,House for sale,SINGLE_FAMILY,1480 Old Zeller Dr,,N2A0H3,Kitchener,ON,43.450607,-80.40599,889988,3,3,1661,3196.7655,sqft,2024-04-05
https://www.zillow.com/homedetails/36-Howland-Dr-Kitchener-ON-N2E-1G3/391684421_zpid/,391684421,Multi-family home for sale,MULTI_FAMILY,36 Howland Dr,,N2E1G3,Kitchener,ON,43.42008,-80.49633,965000,3,4,1943,6954,sqft,2024-02-22
https://www.zillow.com/homedetails/73-Matthew-St-Kitchener-ON-N2B-3B2/384011580_zpid/,384011580,House for sale,SINGLE_FAMILY,73 Matthew St,,N2B3B2,Kitchener,ON,43.467216,-80.446106,875000,3,4,2038,0.25116914141414143,acres,2024-02-11
https://www.zillow.com/homedetails/182-Hollyridge-Cres-Kitchener-ON-N2N-3N4/381018668_zpid/,381018668,House for sale,SINGLE_FAMILY,182 Hollyridge Cres,,N2N3N4,Kitchener,ON,43.42986,-80.540344,849999,3,3,1431,4643.4225,sqft,2024-05-19
https://www.zillow.com/homedetails/380-Pioneer-Dr-Kitchener-ON-N2P-1K6/353525798_zpid/,353525798,House for sale,SINGLE_FAMILY,380 Pioneer Dr,,N2P1K6,Kitchener,ON,43.394497,-80.44271,699000,2,3,,,,2024-03-12
https://www.zillow.com/homedetails/383-Westforest-Trl-Kitchener-ON-N2N-3L8/2057671074_zpid/,2057671074,House for sale,SINGLE_FAMILY,383 Westforest Trl,,N2N3L8,Kitchener,ON,43.430725,-80.54369,799900,3,3,,,,2024-06-08
https://www.zillow.com/homedetails/27-Milfoil-Cres-E-Kitchener-ON-N2E-3L2/2064121899_zpid/,2064121899,House for sale,SINGLE_FAMILY,27 Milfoil Cres E,,N2E3L2,Kitchener,ON,43.414944,-80.51919,699000,2,4,1120,0,sqft,2024-06-03
https://www.zillow.com/homedetails/73-Water-St-S-Kitchener-ON-N2G-1Z4/2064577912_zpid/,2064577912,House for sale,SINGLE_FAMILY,73 Water St S,,N2G1Z4,Kitchener,ON,43.449303,-80.495735,799000,2,3,1220,2850,sqft,2024-06-27
https://www.zillow.com/homedetails/15-Woolwich-St-Kitchener-ON-N2K-1R8/2056217210_zpid/,2056217210,House for sale,SINGLE_FAMILY,15 Woolwich St,,N2K1R8,Kitchener,ON,43.48186,-80.48525,875000,2,4,1680,0.3232349242424243,acres,2024-05-23
https://www.zillow.com/homedetails/379-Pioneer-Dr-1-Kitchener-ON-N2P-1L8/2063965002_zpid/,2063965002,Townhouse for sale,TOWNHOUSE,379 Pioneer Dr #1,# 1,N2P1L8,Kitchener,ON,43.39406,-80.443474,469000,2,3,1098,,,2024-01-08
https://www.zillow.com/homedetails/136-Simeon-St-Kitchener-ON-N2H-1S8/352050867_zpid/,352050867,House for sale,SINGLE_FAMILY,136 Simeon St,,N2H1S8,Kitchener,ON,43.450474,-80.47543,849000,3,3,2318,6257.026,sqft,2024-06-18
https://www.zillow.com/homedetails/2-Crest-Haven-St-Kitchener-ON-N2P-2L8/2064115472_zpid/,2064115472,House for sale,SINGLE_FAMILY,2 Crest Haven St,,N2P2L8,Kitchener,ON,43.382687,-80.42625,1200000,4,3,2227,,,2024-04-08
https://www.zillow.com/homedetails/39-Templewood-Dr-Kitchener-ON-N2R-1K9/383910329_zpid/,383910329,New construction,SINGLE_FAMILY,39 Templewood Dr,,N2R1K9,Kitchener,ON,43.39024,-80.46456,899900,3,3,1801,3298.7452,sqft,2024-07-15
https://www.zillow.com/homedetails/15-Wellington-St-S-1503-Kitchener-ON-N2G-0E4/2053257647_zpid/,2053257647,Condo for sale,CONDO,15 Wellington St S #1503,# 1503,N2G0E4,Kitchener,ON,43.45357,-80.503174,349990,1,1,500,,,2024-04-02
https://www.zillow.com/homedetails/24-Sylvia-St-Kitchener-ON-N2K-1E7/2063627628_zpid/,2063627628,House for sale,SINGLE_FAMILY,24 Sylvia St,,N2K1E7,Kitchener,ON,43.481003,-80.465355,1695000,7,6,4000,9000,sqft,2024-04-05
https://www.zillow.com/homedetails/180-Broadview-Ave-Kitchener-ON-N2A-2X7/351528709_zpid/,351528709,House for sale,SINGLE_FAMILY,180 Broadview Ave,,N2A2X7,Kitchener,ON,43.438747,-80.44679,1599000,4,5,3717,8973.36,sqft,2024-05-31
https://www.zillow.com/homedetails/10-Palace-St-F2-Kitchener-ON-N2E-0J3/401797329_zpid/,401797329,Townhouse for sale,TOWNHOUSE,10 Palace St #F2,# F2,N2E0J3,Kitchener,ON,43.422344,-80.49408,499900,2,2,788,,,2024-05-31
https://www.zillow.com/homedetails/5-Shea-Cres-Kitchener-ON-N2E-1E7/394975375_zpid/,394975375,House for sale,SINGLE_FAMILY,5 Shea Cres,,N2E1E7,Kitchener,ON,43.420425,-80.49664,799800,2,3,1047,7257.8064,sqft,2024-03-28
https://www.zillow.com/homedetails/62-Roos-St-Kitchener-ON-N2P-1H9/359209296_zpid/,359209296,House for sale,SINGLE_FAMILY,62 Roos St,,N2P1H9,Kitchener,ON,43.3947,-80.41682,1960000,5,3,4127,0.3528925619834711,acres,2024-02-25
https://www.zillow.com/homedetails/774-Belmont-Ave-W-Kitchener-ON-N2M-1P4/2057680371_zpid/,2057680371,House for sale,SINGLE_FAMILY,774 Belmont Ave W,,N2M1P4,Kitchener,ON,43.455463,-80.519325,849900,4,8,,,,2024-03-24
https://www.zillow.com/homedetails/320-Highland-Rd-E-Kitchener-ON-N2M-3W4/2061266017_zpid/,2061266017,House for sale,SINGLE_FAMILY,320 Highland Rd E,,N2M3W4,Kitchener,ON,43.434536,-80.4898,599900,1,4,1183,4760,sqft,2024-04-13
https://www.zillow.com/homedetails/112-Boniface-Ave-Kitchener-ON-N2C-1L9/359219237_zpid/,359219237,House for sale,SINGLE_FAMILY,112 Boniface Ave,,N2C1L9,Kitchener,ON,43.43053,-80.46085,734888,2,3,1058,6512,sqft,2024-07-01
https://www.zillow.com/homedetails/11-Coopershawk-St-Kitchener-ON-N2K-4J7/352056750_zpid/,352056750,House for sale,SINGLE_FAMILY,11 Coopershawk St,,N2K4J7,Kitchener,ON,43.494656,-80.476166,999900,4,3,2340,4440,sqft,2024-05-03
https://www.zillow.com/homedetails/26-Templewood-Dr-Kitchener-ON-N2R-1X3/401870901_zpid/,401870901,House for sale,SINGLE_FAMILY,26 Templewood Dr,,N2R1X3,Kitchener,ON,43.390656,-80.46488,849900,3,3,1420,3156,sqft,2024-03-04
https://www.zillow.com/homedetails/489-East-Ave-B-Kitchener-ON-N2H-0A8/2071124917_zpid/,2071124917,Townhouse for sale,TOWNHOUSE,489 East Ave #B,# B,N2H0A8,Kitchener,ON,43.44466,-80.46776,579900,2,2,1226,,,2024-02-01
https://www.zillow.com/homedetails/252-Shady-Glen-Cres-Kitchener-ON-N2R-0J9/2061883856_zpid/,2061883856,House for sale,SINGLE_FAMILY,252 Shady Glen Cres,,N2R0J9,Kitchener,ON,43.387363,-80.49885,1299999,4,4,3262,3936.9758,sqft,2024-06-29
https://www.zillow.com/homedetails/127-Sunrise-Pl-Kitchener-ON-N2B-3S7/351703786_zpid/,351703786,House for sale,SINGLE_FAMILY,127 Sunrise Pl,,N2B3S7,Kitchener,ON,43.469505,-80.44099,760000,3,4,1129,4285.571,sqft,2024-05-02
https://www.zillow.com/homedetails/218-Woolwich-St-Kitchener-ON-N2K-1S7/2057629663_zpid/,2057629663,House for sale,SINGLE_FAMILY,218 Woolwich St,,N2K1S7,Kitchener,ON,43.491936,-80.48033,1949888,3,3,2324,2.24,acres,2024-04-25
https://www.zillow.com/homedetails/152-Binscarth-Rd-Kitchener-ON-N2M-3E5/2060039760_zpid/,2060039760,House for sale,SINGLE_FAMILY,152 Binscarth Rd,,N2M3E5,Kitchener,ON,43.437286,-80.49955,699900,2,4,949,3500,sqft,2024-06-12
https://www.zillow.com/homedetails/110-Fergus-Ave-1-Kitchener-ON-N2A-0K9/2055474579_zpid/,2055474579,Townhouse for sale,TOWNHOUSE,110 Fergus Ave #1,# 1,N2A0K9,Kitchener,ON,43.436497,-80.44067,727000,2,3,1793,,,2024-01-06
https://www.zillow.com/homedetails/246-Waterbrook-Ln-Kitchener-ON-N2P-0H7/394631801_zpid/,394631801,Townhouse for sale,TOWNHOUSE,246 Waterbrook Ln,,N2P0H7,Kitchener,ON,43.373447,-80.431206,649000,3,3,,1889.4114,sqft,2024-06-23
https://www.zillow.com/homedetails/300-Fallowfield-Dr-18-Kitchener-ON-N2C-0A9/352174330_zpid/,352174330,Townhouse for sale,TOWNHOUSE,300 Fallowfield Dr #18,# 18,N2C0A9,Kitchener,ON,43.413,-80.459,680000,3,3,1188,,,2024-04-13
https://www.zillow.com/homedetails/398-Sienna-Cres-Kitchener-ON-N2R-1T8/350450676_zpid/,350450676,House for sale,SINGLE_FAMILY,398 Sienna Cres,,N2R1T8,Kitchener,ON,43.38556,-80.486404,849999,2,3,2085,3149.7,sqft,2024-05-07
https://www.zillow.com/homedetails/292-Lemon-Grass-Cres-Kitchener-ON-N2N-3R5/351027840_zpid/,351027840,House for sale,SINGLE_FAMILY,292 Lemon Grass Cres,,N2N3R5,Kitchener,ON,43.43643,-80.55627,950000,4,5,2229,3159.1565,sqft,2024-01-12
https://www.zillow.com/homedetails/50-Joshua-St-Kitchener-ON-N2C-2T4/2072321784_zpid/,2072321784,House for sale,SINGLE_FAMILY,50 Joshua St,,N2C2T4,Kitchener,ON,43.41686,-80.46475,750000,3,4,1556,4557.15,sqft,2024-07-10
https://www.zillow.com/homedetails/28-Gleason-Cres-14-Kitchener-ON-N2M-0B7/347763972_zpid/,347763972,House for sale,SINGLE_FAMILY,28 Gleason Cres #14,# 14,N2M0B7,Kitchener,ON,43.443916,-80.53064,749000,4,3,,,,2024-06-11
https://www.zillow.com/homedetails/51-Paulander-Dr-119-Kitchener-ON-N2M-5E5/347903929_zpid/,347903929,Townhouse for sale,TOWNHOUSE,51 Paulander Dr #119,# 119,N2M5E5,Kitchener,ON,43.439297,-80.51855,499000,1,3,1100,,,2024-06-21
https://www.zillow.com/homedetails/320-Otterbein-Rd-Kitchener-ON-N2B-0A7/352341280_zpid/,352341280,House for sale,SINGLE_FAMILY,320 Otterbein Rd,,N2B0A7,Kitchener,ON,43.466164,-80.42959,1999000,5,5,3106,6168,sqft,2024-02-05
https://www.zillow.com/homedetails/70-Dewberry-Dr-Kitchener-ON-N2B-0A9/395592006_zpid/,395592006,Townhouse for sale,TOWNHOUSE,70 Dewberry Dr,,N2B0A9,Kitchener,ON,43.459866,-80.46044,749000,3,3,1297,,,2024-07-19
https://www.zillow.com/homedetails/18-Windermere-Ct-Kitchener-ON-N2N-2W4/350433906_zpid/,350433906,House for sale,SINGLE_FAMILY,18 Windermere Ct,,N2N2W4,Kitchener,ON,43.421677,-80.54679,1039000,3,6,2655,6455.3952,sqft,2024-05-02
https://www.zillow.com/homedetails/30-Green-Valley-Dr-32-Kitchener-ON-N2P-1G8/350449207_zpid/,350449207,Townhouse for sale,TOWNHOUSE,30 Green Valley Dr #32,# 32,N2P1G8,Kitchener,ON,43.400017,-80.43505,575000,3,3,2078,,,2024-04-11
